,dropout,learning.rate,L1.regularization,training.steps,accuracy,execution.time
216,0.25,0.0002,0.01,100,0.0,6.60460638999939
217,0.25,0.0002,0.01,500,0.699999988079071,8.60066843032837
218,0.25,0.0002,0.01,2500,0.2666666805744171,18.958326816558838
219,0.25,0.0002,0.1,100,0.46666666865348816,6.999544858932495
220,0.25,0.0002,0.1,500,0.2666666805744171,8.576594829559326
221,0.25,0.0002,0.1,2500,0.2666666805744171,18.992108583450317
222,0.25,0.0002,1.0,100,0.699999988079071,7.065513849258423
223,0.25,0.0002,1.0,500,0.46666666865348816,9.45485234260559
224,0.25,0.0002,1.0,2500,0.2666666805744171,18.99832558631897
225,0.25,0.0002,10.0,100,0.2666666805744171,6.740180015563965
226,0.25,0.0002,10.0,500,0.2666666805744171,8.774752378463745
227,0.25,0.0002,10.0,2500,0.2666666805744171,19.449393272399902
228,0.25,0.0008,0.01,100,0.23333333432674408,6.812658071517944
229,0.25,0.0008,0.01,500,0.2666666805744171,8.791040658950806
230,0.25,0.0008,0.01,2500,0.5333333611488342,18.511849880218506
231,0.25,0.0008,0.1,100,0.46666666865348816,6.734021425247192
232,0.25,0.0008,0.1,500,0.2666666805744171,8.833473682403564
233,0.25,0.0008,0.1,2500,0.0,19.761508226394653
234,0.25,0.0008,1.0,100,0.2666666805744171,6.670491933822632
235,0.25,0.0008,1.0,500,0.5333333611488342,8.823993444442749
236,0.25,0.0008,1.0,2500,0.5333333611488342,19.034648418426514
237,0.25,0.0008,10.0,100,0.5333333611488342,6.456333875656128
238,0.25,0.0008,10.0,500,0.3333333432674408,9.360598802566528
239,0.25,0.0008,10.0,2500,0.46666666865348816,18.79046082496643
240,0.25,0.0032,0.01,100,0.699999988079071,6.571805238723755
241,0.25,0.0032,0.01,500,0.5333333611488342,8.236667394638062
242,0.25,0.0032,0.01,2500,0.6000000238418579,19.79479217529297
243,0.25,0.0032,0.1,100,0.2666666805744171,7.274813890457153
244,0.25,0.0032,0.1,500,0.5333333611488342,9.176091432571411
245,0.25,0.0032,0.1,2500,0.30000001192092896,20.868902444839478
246,0.25,0.0032,1.0,100,0.5333333611488342,6.560113191604614
247,0.25,0.0032,1.0,500,0.5333333611488342,9.115097284317017
248,0.25,0.0032,1.0,2500,0.5333333611488342,20.435282468795776
249,0.25,0.0032,10.0,100,0.5,6.598873138427734
250,0.25,0.0032,10.0,500,0.5333333611488342,9.630002975463867
251,0.25,0.0032,10.0,2500,0.2666666805744171,20.010941982269287
252,0.25,0.0128,0.01,100,0.6333333253860474,6.568106174468994
253,0.25,0.0128,0.01,500,0.9666666388511658,9.359164953231812
254,0.25,0.0128,0.01,2500,0.9666666388511658,19.73330068588257
255,0.25,0.0128,0.1,100,0.5333333611488342,7.098258972167969
256,0.25,0.0128,0.1,500,0.9666666388511658,8.997790098190308
257,0.25,0.0128,0.1,2500,0.8333333134651184,22.33372449874878
258,0.25,0.0128,1.0,100,0.5,8.342084884643555
259,0.25,0.0128,1.0,500,0.5333333611488342,9.497925758361816
260,0.25,0.0128,1.0,2500,0.9333333373069763,24.45156741142273
261,0.25,0.0128,10.0,100,0.2666666805744171,7.7638959884643555
262,0.25,0.0128,10.0,500,0.2666666805744171,10.316791534423828
263,0.25,0.0128,10.0,2500,0.2666666805744171,21.078110694885254
264,0.25,0.0512,0.01,100,0.9666666388511658,6.45355224609375
265,0.25,0.0512,0.01,500,0.9666666388511658,9.461142778396606
266,0.25,0.0512,0.01,2500,0.9666666388511658,21.955280303955078
267,0.25,0.0512,0.1,100,0.9666666388511658,9.889273881912231
268,0.25,0.0512,0.1,500,0.9666666388511658,14.706082105636597
269,0.25,0.0512,0.1,2500,0.9333333373069763,23.017130374908447
270,0.25,0.0512,1.0,100,0.5666666626930237,6.982215881347656
271,0.25,0.0512,1.0,500,0.8999999761581421,9.726126670837402
272,0.25,0.0512,1.0,2500,0.5333333611488342,20.88818645477295
273,0.25,0.0512,10.0,100,0.2666666805744171,7.645077228546143
274,0.25,0.0512,10.0,500,0.2666666805744171,9.24389362335205
275,0.25,0.0512,10.0,2500,0.2666666805744171,21.834470510482788
276,0.25,0.2048,0.01,100,0.5333333611488342,7.167757034301758
277,0.25,0.2048,0.01,500,0.9666666388511658,10.044443368911743
278,0.25,0.2048,0.01,2500,0.5333333611488342,21.260420322418213
279,0.25,0.2048,0.1,100,0.2666666805744171,7.4827799797058105
280,0.25,0.2048,0.1,500,0.9333333373069763,9.407127141952515
281,0.25,0.2048,0.1,2500,0.9666666388511658,21.18373203277588
282,0.25,0.2048,1.0,100,0.5333333611488342,9.86023736000061
283,0.25,0.2048,1.0,500,0.5333333611488342,11.61794662475586
284,0.25,0.2048,1.0,2500,0.2666666805744171,24.27415156364441
285,0.25,0.2048,10.0,100,0.2666666805744171,9.037038564682007
286,0.25,0.2048,10.0,500,0.2666666805744171,10.66779375076294
287,0.25,0.2048,10.0,2500,0.2666666805744171,22.267956972122192
